,- 17 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   13  BLAKELAW,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,199
,JUNIOR,159
,STAFF,1
,PSEUD,1
,MINIBUS,1
,WORKER,4
,CLASS VISITS,6
,BORN TO READ,23
,EAZ BORN TO READ,3
,BLAKELAW EAZ,6
,LIBRARY MAINTENANCE,2
,READING SCHEME,1
,HOUSEBOUND READER,1
,SURE START COWGATE AND BLAKELAW,40
,SURE START NEWBIGGIN HALL,3
,18+,56
,0-5,14
,6-13,29
,14-15,4
Number of Borrowe,rs        __________,
Active at this Br,anch:            553,
,----------,
,- 18 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   14  CRUDDAS PARK,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,532
,JUNIOR,160
,SUBSCRIPTION,1
,STAFF,1
,VIDEO,2
,PSEUD,1
,WORKER,9
,CLASS VISITS,5
,BORN TO READ,55
,SURE START WESTGATE,78
,READING SCHEME,1
,SURE START ARMSTRONG,10
,LIFELONG LEARNING,1
,18+,112
,0-5,8
,6-13,41
,14-15,6
,16-17,4
Number of Borrowe,rs        __________,
Active at this Br,anch:           1027,
,----------,
,- 19 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   15  FAWDON,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,271
,JUNIOR,156
,PSEUD,1
,MINIBUS,1
,CLASS VISITS,7
,INTERNET USER,1
,LIBRARY MAINTENANCE,1
,SURE START NORTH MOOR,2
,18+,34
,0-5,2
,6-13,22
,14-15,3
,16-17,3
Number of Borrowe,rs        __________,
Active at this Br,anch:            504,
,----------,
,- 20 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   16  WALKERVILLE,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,88
,JUNIOR,32
,STAFF,1
,PSEUD,2
,18+,10
,6-13,1
,14-15,1
,16-17,1
Number of Borrowe,rs        __________,
Active at this Br,anch:            136,
,----------,
,- 21 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   17  SCOTSWOOD,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,33
,JUNIOR,31
,WORKER,1
,18+,6
,6-13,5
Number of Borrowe,rs        __________,
Active at this Br,anch:             76,
,----------,
,- 22 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   18  MONTAGU,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,35
,JUNIOR,16
,MINIBUS,1
,BORN TO READ,1
,READING SCHEME,1
,18+,9
,6-13,3
,14-15,1
Number of Borrowe,rs        __________,
Active at this Br,anch:             67,
,----------,
,- 23 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   19  DINNINGTON,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,176
,JUNIOR,100
,WORKER,1
,CLASS VISITS,5
,BORN TO READ,3
,18+,29
,6-13,8
,14-15,6
Number of Borrowe,rs        __________,
Active at this Br,anch:            328,
,----------,
,- 24 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   20  DENTON BURN,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1331
,JUNIOR,563
,TEMPORARY TICKET,1
,SUBSCRIPTION,1
,STAFF,6
,VIDEO,4
,PSEUD,3
,CHILDMINDER,3
,MINIBUS,1
,WORKER,4
,CLASS VISITS,1
,BORN TO READ,42
,LIBRARY MAINTENANCE,2
,SURE START WESTGATE,7
,SURE START ARMSTRONG,3
,18+,253
,0-5,13
,6-13,84
,14-15,14
,16-17,5
Number of Borrowe,rs        __________,
Active at this Br,anch:           2341,
,----------,
,- 25 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   21  MOBILE,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,769
,JUNIOR,204
,PSEUD,1
,18+,6
,0-5,1
,6-13,3
Number of Borrowe,rs        __________,
Active at this Br,anch:            984,
,----------,
,- 26 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   23  MOORSIDE,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,240
,JUNIOR,229
,VIDEO,1
,CHILDMINDER,1
,BOOKFRIEND,1
,WORKER,2
,CORPORATE,1
,CLASS VISITS,44
,BORN TO READ,50
,SURE START WESTGATE,47
,SURE START ARMSTRONG,3
,18+,75
,0-5,4
,6-13,55
,14-15,7
,16-17,5
Number of Borrowe,rs        __________,
Active at this Br,anch:            765,
,----------,
,- 27 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   24  PRIORITY SERVICES,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,17
,JUNIOR,27
,TEMPORARY TICKET,7
,STAFF,1
,PSEUD,19
,CHILDMINDER,1
,HOMES,135
,BORN TO READ,343
,EAZ BORN TO READ,4
,PLAYGROUPS,63
,Dfee BORN TO READ,2
,SURE START WESTGATE,74
,SURE START EAST,80
,SURE START FOSSWAY,35
,HOUSEBOUND READER,565
,SURE START ARMSTRONG,13
,SURE START COWGATE AND BLAKELAW,86
,SURE START NEWBIGGIN HALL,29
,SURE START NORTH MOOR,198
,0-5,2
,6-13,4
Number of Borrowe,rs        __________,
Active at this Br,anch:           1705,
,----------,
,- 28 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   27  PLAYGROUP (YOUTH SERVICES),
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,PLAYGROUPS,2
,SURE START WESTGATE,1
Number of Borrowe,rs        __________,
Active at this Br,anch:              3,
,----------,
,- 29 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   30  BUSINESS & SCIENCE,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,19
,VIDEO,1
,18+,17
,16-17,1
Number of Borrowe,rs        __________,
Active at this Br,anch:             38,
,----------,
,- 30 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   31  CITY INFORMATION SERVICE,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,2
,18+,1
,6-13,1
Number of Borrowe,rs        __________,
Active at this Br,anch:              4,
,----------,
,- 31 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   33  SUPPORT SERVICES,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,STAFF,1
,PSEUD,14
,BORN TO READ,5
,LIBRARY MAINTENANCE,19
,SURE START WESTGATE,3
,HOUSEBOUND READER,1
Number of Borrowe,rs        __________,
Active at this Br,anch:             43,
,----------,
,- 32 -,
04/10/04,Report: reg_active_borrow,ers
Registration Bran,ch:   35  EAST END,
,,Number of
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,3064
,JUNIOR,1393
,STUDENT,12
,TEMPORARY TICKET,2
,SUBSCRIPTION,95
,STAFF,1
,VIDEO,1539
,PSEUD,9
,CHILDMINDER,5
,WORKER,61
,CORPORATE,2
,CLASS VISITS,27
,BORN TO READ,104
,EAZ BORN TO READ,1
,LIBRARY MAINTENANCE,1
,NEWBIGGIN HALL EAZ,1
,SURE START EAST,143
,SURE START FOSSWAY,10
,READING SCHEME,1
,SURE START NORTH MOOR,2
,18+,841
,0-5,50
,6-13,270
,14-15,22
,16-17,32
