08/06/09                     Report: reg_active_borrow,ers2,blank
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
BOOKSTART,1,0
HOUSEBOUND READER,1,0
6-13,6,0
Number of Borrowers        __________,,1
Active at this Branch:              8,,1
----------,,1
- 14 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   11  NEWBIGGIN HALL,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,31,0
JUNIOR,11,0
TEMPORARY TICKET,2,0
STAFF,4,0
PSEUD,1,0
CARER,1,0
BOOKFRIEND,2,0
HOMES,1,0
CLASS VISITS,8,0
BOOKSTART,113,0
EAZ BORN TO READ,1,0
LIBRARY MAINTENANCE,3,0
SURE START EAST,1,0
SURE START COWGATE AND BLAKELAW,2,0
SURE START NEWBIGGIN HALL,113,0
SURE START NORTH MOOR,4,0
18+,666,0
0-5,6,0
6-13,364,0
14-15,43,0
16-17,40,0
LEISUREPLUS CARD ADULT,1,0
Number of Borrowers        __________,,1
Active at this Branch:           1418,,1
----------,,1
- 15 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   12  NEWBURN,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,64,0
JUNIOR,9,0
STAFF,3,0
PSEUD,27,0
CLASS VISITS,3,0
INTERNET USER,1,0
BOOKSTART,156,0
BLAKELAW EAZ,1,0
LIBRARY MAINTENANCE,3,0
DENTON PARK EAZ,1,0
SURE START WESTGATE,1,0
SURE START RIVERSIDE,1,0
18+,674,0
0-5,6,0
6-13,182,0
14-15,28,0
16-17,32,0
LEISUREPLUS CARD ADULT,3,0
Number of Borrowers        __________,,1
Active at this Branch:           1195,,1
----------,,1
- 16 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   13  BLAKELAW,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,12,0
JUNIOR,3,0
TEMPORARY TICKET,2,0
STAFF,1,0
PSEUD,1,0
CLASS VISITS,14,0
BOOKSTART,88,0
BLAKELAW EAZ,2,0
LIBRARY MAINTENANCE,10,0
SURE START WESTGATE,1,0
SURE START COWGATE AND BLAKELAW,186,0
SURE START NEWBIGGIN HALL,1,0
SURE START NORTH MOOR,6,0
18+,284,0
0-5,4,0
6-13,208,0
14-15,25,0
16-17,19,0
Number of Borrowers        __________,,1
Active at this Branch:            867,,1
----------,,1
- 17 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   14  CRUDDAS PARK,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,11,0
JUNIOR,5,0
PSEUD,6,0
CLASS VISITS,19,0
BOOKSTART,60,0
LIBRARY MAINTENANCE,1,0
SURE START WESTGATE,46,0
SURE START EAST,1,0
SURE START RIVERSIDE,33,0
SURE START NORTH MOOR,1,0
18+,614,0
6-13,175,0
14-15,19,0
16-17,20,0
LEISUREPLUS CARD ADULT,3,0
Number of Borrowers        __________,,1
Active at this Branch:           1014,,1
----------,,1
- 18 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   15  FAWDON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,9,0
JUNIOR,2,0
STAFF,1,0
PSEUD,3,0
CLASS VISITS,8,0
BOOKSTART,62,0
LIBRARY MAINTENANCE,1,0
SURE START COWGATE AND BLAKELAW,1,0
SURE START NORTH MOOR,52,0
18+,290,0
0-5,1,0
6-13,134,0
14-15,14,0
16-17,11,0
LEISUREPLUS CARD ADULT,3,0
VISUALLY IMPAIRED,2,0
Number of Borrowers        __________,,1
Active at this Branch:            594,,1
----------,,1
- 19 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   16  ZWALKERVILLE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,4,0
JUNIOR,1,0
18+,45,0
6-13,1,0
14-15,1,0
Number of Borrowers        __________,,1
Active at this Branch:             52,,1
----------,,1
- 20 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   17  ZSCOTSWOOD,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
JUNIOR,3,0
CLASS VISITS,1,0
18+,13,0
6-13,4,0
14-15,1,0
16-17,1,0
Number of Borrowers        __________,,1
Active at this Branch:             23,,1
----------,,1
- 21 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   18  ZMONTAGU,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,3,0
JUNIOR,1,0
MINIBUS,1,0
18+,14,0
6-13,5,0
14-15,2,0
Number of Borrowers        __________,,1
Active at this Branch:             26,,1
----------,,1
- 22 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   19  DINNINGTON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,2,0
JUNIOR,1,0
PSEUD,2,0
BOOKFRIEND,4,0
CLASS VISITS,6,0
BOOKSTART,30,0
LIBRARY MAINTENANCE,2,0
18+,209,0
6-13,56,0
14-15,2,0
16-17,10,0
LEISUREPLUS CARD ADULT,1,0
Number of Borrowers        __________,,1
Active at this Branch:            325,,1
----------,,1
- 23 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   20  DENTON BURN,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,67,0
JUNIOR,12,0
TEMPORARY TICKET,1,0
STAFF,9,0
PSEUD,2,0
CARER,1,0
BOOKFRIEND,1,0
MINIBUS,4,0
CLASS VISITS,2,0
BOOKSTART,298,0
SURE START WESTGATE,3,0
HOUSEBOUND READER,1,0
SURE START RIVERSIDE,57,0
SURE START COWGATE AND BLAKELAW,1,0
SURE START NEWBIGGIN HALL,1,0
SURE START NORTH MOOR,1,0
18+,1384,0
0-5,2,0
6-13,399,0
14-15,50,0
16-17,43,0
LEISUREPLUS CARD ADULT,3,0
Number of Borrowers        __________,,1
Active at this Branch:           2342,,1
----------,,1
- 24 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   21  MOBILE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,5,0
JUNIOR,1,0
STAFF,1,0
PSEUD,1,0
CARER,1,0
MINIBUS,1,0
BOOKSTART,7,0
BLAKELAW EAZ,2,0
18+,362,0
0-5,1,0
6-13,104,0
14-15,6,0
16-17,2,0
Number of Borrowers        __________,,1
Active at this Branch:            494,,1
----------,,1
- 25 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   23  MOORSIDE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,9,0
JUNIOR,4,0
STAFF,2,0
PSEUD,4,0
CARER,1,0
CLASS VISITS,22,0
BOOKSTART,118,0
EAZ BORN TO READ,1,0
LIBRARY MAINTENANCE,1,0
PLAYGROUPS,1,0
SURE START WESTGATE,56,0
SURE START RIVERSIDE,54,0
SURE START NORTH MOOR,1,0
18+,289,0
0-5,5,0
6-13,288,0
14-15,26,0
16-17,23,0
Number of Borrowers        __________,,1
Active at this Branch:            905,,1
----------,,1
- 26 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   24  PRIORITY SERVICES,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,3,0
JUNIOR,1,0
TEMPORARY TICKET,2,0
STAFF,3,0
PSEUD,8,0
HOMES,126,0
CLASS VISITS,2,0
BOOKSTART,14,0
LIBRARY MAINTENANCE,2,0
PLAYGROUPS,118,0
SURE START EAST,1,0
READING SCHEME,1,0
HOUSEBOUND READER,534,0
SURE START COWGATE AND BLAKELAW,2,0
LIFELONG LEARNING,1,0
18+,31,0
6-13,87,0
Number of Borrowers        __________,,1
Active at this Branch:            936,,1
----------,,1
- 27 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   28  LOCAL STUDIES,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,65,0
JUNIOR,3,0
STUDENT,1,0
TEMPORARY TICKET,2,0
STAFF,5,0
PSEUD,1,0
BOOKSTART,102,0
SURE START EAST,5,0
SURE START FOSSWAY,2,0
SURE START RIVERSIDE,8,0
SURE START COWGATE AND BLAKELAW,1,0
SURE START NEWBIGGIN HALL,2,0
SURE START NORTH MOOR,5,0
18+,696,0
0-5,1,0
6-13,22,0
14-15,5,0
16-17,6,0
Number of Borrowers        __________,,1
Active at this Branch:            932,,1
----------,,1
- 28 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   30  ZBUSINESS & SCIENCE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
LIBRARY MAINTENANCE,1,0
18+,4,0
Number of Borrowers        __________,,1
Active at this Branch:              5,,1
----------,,1
- 29 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   31  ZCITY INFORMATION SERVICE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
18+,3,0
Number of Borrowers        __________,,1
Active at this Branch:              3,,1
----------,,1
- 30 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   33  SUPPORT SERVICES,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,2,0
PSEUD,9,0
LIBRARY MAINTENANCE,44,0
HOUSEBOUND READER,1,0
18+,70,0
Number of Borrowers        __________,,1
Active at this Branch:            126,,1
----------,,1
- 31 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   35  EAST END,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,90,0
JUNIOR,21,0
TEMPORARY TICKET,9,0
STAFF,14,0
VIDEO,5,0
PSEUD,14,0
BOOKFRIEND,2,0
MINIBUS,2,0
WORKER,2,0
CLASS VISITS,33,0
BOOKSTART,640,0
LIBRARY MAINTENANCE,2,0
PLAYGROUPS,2,0
SURE START WESTGATE,1,0
SURE START EAST,174,0
SURE START FOSSWAY,43,0
SURE START RIVERSIDE,9,0
SURE START NORTH MOOR,5,0
18+,5479,0
0-5,14,0
6-13,1407,0
14-15,155,0
16-17,175,0
LEISUREPLUS CARD ADULT,31,0
- 32 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Number of Borrowers        __________,,1
Active at this Branch:           8329,,1
----------,,1
- 33 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   36  CITY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,233,0
JUNIOR,7,0
STUDENT,5,0
TEMPORARY TICKET,4,0
SUBSCRIPTION,2,0
STAFF,118,0
VIDEO,3,0
PSEUD,25,0
BOOKFRIEND,2,0
MINIBUS,6,0
WORKER,8,0
CLASS VISITS,14,0
BOOKSTART,146,0
LIBRARY MAINTENANCE,14,0
SURE START WESTGATE,3,0
SURE START FOSSWAY,1,0
SURE START RIVERSIDE,5,0
SURE START COWGATE AND BLAKELAW,1,0
SURE START NEWBIGGIN HALL,1,0
SURE START NORTH MOOR,4,0
LIFELONG LEARNING,3,0
18+,7809,0
0-5,10,0
6-13,927,0
14-15,70,0
16-17,67,0
- 34 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
XCHANGE PSEUDO,1,0
LEISUREPLUS CARD ADULT,43,0
VISUALLY IMPAIRED,9,0
Number of Borrowers        __________,,1
Active at this Branch:           9541,,1
----------,,1
- 35 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   37  CITY MOBILE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,16,0
JUNIOR,1,0
TEMPORARY TICKET,1,0
PSEUD,2,0
BOOKSTART,5,0
18+,166,0
0-5,1,0
6-13,6,0
14-15,2,0
16-17,1,0
Number of Borrowers        __________,,1
Active at this Branch:            201,,1
----------,,1
- 36 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   38  TOURIST INFORMATION CENTRE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,82,0
JUNIOR,1,0
STUDENT,1,0
TEMPORARY TICKET,2,0
STAFF,1,0
PSEUD,1,0
BOOKSTART,8,0
LIFELONG LEARNING,1,0
18+,1176,0
0-5,1,0
6-13,9,0
14-15,8,0
16-17,23,0
Number of Borrowers        __________,,1
Active at this Branch:           1314,,1
----------,,1
- 37 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   40  ICT,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
18+,1,0
Number of Borrowers        __________,,1
Active at this Branch:              1,,1
----------,,1
- 38 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   41  NEW CITY LIBRARY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,7,0
STAFF,1,0
PSEUD,1,0
BOOKSTART,2,0
LIBRARY MAINTENANCE,1,0
18+,95,0
0-5,9,0
6-13,17,0
14-15,2,0
16-17,1,0
Number of Borrowers        __________,,1
Active at this Branch:            136,,1
----------,,1
- 39 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   42  NEW HIGH HEATON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
PSEUD,1,0
Number of Borrowers        __________,,1
Active at this Branch:              1,,1
----------,,1
- 40 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   44  NEW BENWELL,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
PSEUD,1,0
BOOKSTART,7,0
SURE START RIVERSIDE,1,0
18+,4,0
Number of Borrowers        __________,,1
Active at this Branch:             13,,1
----------,,1
- 41 -,,1
08/06/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   66  ZSTOCK,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
PSEUD,1,0
Number of Borrowers        __________,,1
Active at this Branch:              1,,1
----------,,1
