01/10/2003,,
,SURE START NEWBIGGIN HALL,5
,-   6 -,
01/10/03,Report: reg_active_borro,wers
,SURE START NORTH MOOR,18
Number of Borrowe,rs        __________,
Active at this Br,anch:           4544,
,----------,
,-   7 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:    5  KENTON,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1135
,JUNIOR,553
,TEMPORARY TICKET,2
,STAFF,2
,PSEUD,1
,CHILDMINDER,2
,MINIBUS,11
,WORKER,3
,CLASS VISITS,13
,BORN TO READ,68
,LIBRARY MAINTENANCE,1
,READING SCHEME,157
,SURE START ARMSTRONG,8
,SURE START COWGATE AND BLAKELAW,25
,SURE START NEWBIGGIN HALL,3
,SURE START NORTH MOOR,203
Number of Borrowe,rs        __________,
Active at this Br,anch:           2187,
,----------,
,-   8 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:    6  WALKER,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1586
,JUNIOR,641
,STUDENT,2
,VIDEO,2
,PSEUD,5
,MINIBUS,6
,HOMES,1
,WORKER,5
,CLASS VISITS,4
,BORN TO READ,37
,LIBRARY MAINTENANCE,1
,SURE START EAST AND FOSSWAY,113
,READING SCHEME,148
,SURE START ARMSTRONG,4
,SURE START NORTH MOOR,1
Number of Borrowe,rs        __________,
Active at this Br,anch:           2556,
,----------,
,-   9 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:    7  HIGH HEATON,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1288
,JUNIOR,473
,STUDENT,1
,TEMPORARY TICKET,3
,PSEUD,4
,CHILDMINDER,4
,MINIBUS,16
,WORKER,6
,CLASS VISITS,3
,BORN TO READ,6
,READING SCHEME,13
Number of Borrowe,rs        __________,
Active at this Br,anch:           1817,
,----------,
,-  10 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:    8  HEATON,
,Borrower Category,Borrowers
,-------- --------,---------
,BORN TO READ,1
Number of Borrowe,rs        __________,
Active at this Br,anch:              1,
,----------,
,-  11 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:    9  BENWELL,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1297
,JUNIOR,728
,STUDENT,3
,STAFF,1
,PSEUD,1
,CHILDMINDER,1
,BOOKFRIEND,1
,MINIBUS,6
,WORKER,9
,CLASS VISITS,7
,BORN TO READ,81
,EAZ BORN TO READ,13
,Dfee BORN TO READ,1
,SURE START WESTGATE,35
,SURE START EAST AND FOSSWAY,2
,BORN TO READ EYDCP,1
,READING SCHEME,148
,HOUSEBOUND READER,1
,SURE START ARMSTRONG,104
,SURE START COWGATE AND BLAKELAW,17
,SURE START NEWBIGGIN HALL,5
,SURE START NORTH MOOR,1
Number of Borrowe,rs        __________,
Active at this Br,anch:           2463,
,----------,
,-  12 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   11  NEWBIGGIN HALL,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,824
,JUNIOR,448
,STUDENT,1
,PSEUD,3
,CHILDMINDER,1
,MINIBUS,1
,WORKER,8
,CLASS VISITS,5
,BORN TO READ,71
,EAZ BORN TO READ,30
,LIBRARY MAINTENANCE,7
,NEWBIGGIN HALL EAZ,24
,SURE START WESTGATE,4
,SURE START EAST AND FOSSWAY,2
,READING SCHEME,112
,SURE START ARMSTRONG,11
,SURE START COWGATE AND BLAKELAW,14
,SURE START NEWBIGGIN HALL,11
,SURE START NORTH MOOR,11
Number of Borrowe,rs        __________,
Active at this Br,anch:           1588,
,----------,
,-  13 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   12  NEWBURN,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,811
,JUNIOR,463
,TEMPORARY TICKET,2
,STAFF,1
,PSEUD,1
,WORKER,1
,CLASS VISITS,4
,BORN TO READ,6
,BLAKELAW EAZ,1
,LIBRARY MAINTENANCE,3
,DENTON PARK EAZ,3
,NEWBIGGIN HALL EAZ,22
,READING SCHEME,53
Number of Borrowe,rs        __________,
Active at this Br,anch:           1371,
,----------,
,-  14 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   13  BLAKELAW,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,333
,JUNIOR,215
,STAFF,1
,PSEUD,1
,WORKER,1
,CLASS VISITS,12
,BORN TO READ,68
,EAZ BORN TO READ,15
,BLAKELAW EAZ,30
,LIBRARY MAINTENANCE,2
,SURE START WESTGATE,1
,READING SCHEME,143
,SURE START ARMSTRONG,1
,SURE START COWGATE AND BLAKELAW,63
,SURE START NORTH MOOR,1
Number of Borrowe,rs        __________,
Active at this Br,anch:            887,
,----------,
,-  15 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   14  CRUDDAS PARK,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,619
,JUNIOR,216
,PSEUD,1
,WORKER,19
,CLASS VISITS,9
,BORN TO READ,5
,SURE START WESTGATE,6
,READING SCHEME,82
,SURE START ARMSTRONG,2
Number of Borrowe,rs        __________,
Active at this Br,anch:            959,
,----------,
,-  16 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   15  FAWDON,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,301
,JUNIOR,169
,TEMPORARY TICKET,1
,PSEUD,1
,MINIBUS,1
,WORKER,1
,LIBRARY MAINTENANCE,1
,READING SCHEME,49
Number of Borrowe,rs        __________,
Active at this Br,anch:            524,
,----------,
,-  17 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   16  WALKERVILLE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,251
,JUNIOR,149
,STAFF,1
,PSEUD,2
,WORKER,3
Number of Borrowe,rs        __________,
Active at this Br,anch:            406,
,----------,
,-  18 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   17  SCOTSWOOD,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,89
,JUNIOR,90
,PSEUD,1
,BOOKFRIEND,1
,WORKER,3
,PLAYGROUPS,1
,READING SCHEME,54
,SURE START ARMSTRONG,5
Number of Borrowe,rs        __________,
Active at this Br,anch:            244,
,----------,
,-  19 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   18  MONTAGU,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,132
,JUNIOR,91
,MINIBUS,2
,CLASS VISITS,100
,BORN TO READ,1
,READING SCHEME,43
,SURE START COWGATE AND BLAKELAW,4
,SURE START NEWBIGGIN HALL,1
Number of Borrowe,rs        __________,
Active at this Br,anch:            374,
,----------,
,-  20 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   19  DINNINGTON,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,258
,JUNIOR,142
,PSEUD,1
,BOOKFRIEND,1
,WORKER,3
,CLASS VISITS,5
,READING SCHEME,45
Number of Borrowe,rs        __________,
Active at this Br,anch:            455,
,----------,
,-  21 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   20  DENTON BURN,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1698
,JUNIOR,641
,TEMPORARY TICKET,3
,SUBSCRIPTION,1
,STAFF,3
,VIDEO,1
,PSEUD,3
,CHILDMINDER,3
,WORKER,7
,CLASS VISITS,8
,BORN TO READ,29
,EAZ BORN TO READ,1
,LIBRARY MAINTENANCE,1
,SURE START WESTGATE,22
,READING SCHEME,55
,SURE START ARMSTRONG,13
Number of Borrowe,rs        __________,
Active at this Br,anch:           2489,
,----------,
,-  22 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   21  MOBILE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,13
,JUNIOR,1
Number of Borrowe,rs        __________,
Active at this Br,anch:             14,
,----------,
,-  23 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   23  MOORSIDE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,314
,JUNIOR,312
,TEMPORARY TICKET,1
,STAFF,1
,VIDEO,2
,PSEUD,2
,BOOKFRIEND,1
,WORKER,3
,CLASS VISITS,71
,BORN TO READ,18
,SURE START WESTGATE,14
,READING SCHEME,55
Number of Borrowe,rs        __________,
Active at this Br,anch:            794,
,----------,
,-  24 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   24  PRIORITY SERVICES,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,11
,JUNIOR,21
,TEMPORARY TICKET,59
,PSEUD,19
,BOOKFRIEND,1
,HOMES,153
,BORN TO READ,1175
,EAZ BORN TO READ,28
,PLAYGROUPS,63
,SURE START WESTGATE,54
,SURE START EAST AND FOSSWAY,65
,BORN TO READ EYDCP,1
,HOUSEBOUND READER,567
,SURE START ARMSTRONG,104
,SURE START COWGATE AND BLAKELAW,39
,SURE START NEWBIGGIN HALL,7
,SURE START NORTH MOOR,19
Number of Borrowe,rs        __________,
Active at this Br,anch:           2386,
,----------,
,-  25 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   27  PLAYGROUP (YOUTH SERVICES),
,Borrower Category,Borrowers
,-------- --------,---------
,BORN TO READ,1
,PLAYGROUPS,2
,SURE START WESTGATE,13
,SURE START ARMSTRONG,8
Number of Borrowe,rs        __________,
Active at this Br,anch:             24,
,----------,
,-  26 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   30  BUSINESS & SCIENCE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1
,CORPORATE,2
Number of Borrowe,rs        __________,
Active at this Br,anch:              3,
,----------,
,-  27 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   31  CITY INFORMATION SERVICE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,2
Number of Borrowe,rs        __________,
Active at this Br,anch:              2,
,----------,
,-  28 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   33  SUPPORT SERVICES,
,Borrower Category,Borrowers
,-------- --------,---------
,PSEUD,22
,LIBRARY MAINTENANCE,21
,HOUSEBOUND READER,1
Number of Borrowe,rs        __________,
Active at this Br,anch:             44,
,----------,
,-  29 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   35  EAST END,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,3604
,JUNIOR,1580
,STUDENT,35
,TEMPORARY TICKET,12
,SUBSCRIPTION,3
,STAFF,5
,VIDEO,1725
,PSEUD,3
,CHILDMINDER,7
,HOMES,1
,WORKER,205
,CORPORATE,1
,CLASS VISITS,35
,BORN TO READ,7
,EAZ BORN TO READ,3
,LIBRARY MAINTENANCE,2
,Dfee BORN TO READ,1
,SURE START WESTGATE,2
,SURE START EAST AND FOSSWAY,18
,READING SCHEME,251
,SURE START ARMSTRONG,1
Number of Borrowe,rs        __________,
Active at this Br,anch:           7501,
,----------,
,-  30 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   36  CITY,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,8859
,JUNIOR,689
,STUDENT,904
,UNREGISTERED BORROWER,1
,TEMPORARY TICKET,139
,SUBSCRIPTION,319
,STAFF,93
,VIDEO,4976
,PSEUD,6
,WORKER,1071
,CORPORATE,9
,CLASS VISITS,5
,BORN TO READ,1
,LIBRARY MAINTENANCE,20
,PLAYGROUPS,1
,READING SCHEME,192
,SURE START ARMSTRONG,1
Number of Borrowe,rs        __________,
Active at this Br,anch:          17286,
,----------,
,-  31 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   40  ICT,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,2
,JUNIOR,1
,BOOKFRIEND,2
,PLAYGROUPS,1
Number of Borrowe,rs        __________,
Active at this Br,anch:              6,
,----------,
,-  32 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:   99  CITY STACK,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,6481
,JUNIOR,365
,STUDENT,173
,TEMPORARY TICKET,4
,SUBSCRIPTION,82
,STAFF,146
,VIDEO,893
,PSEUD,37
,CHILDMINDER,3
,MINIBUS,6
,WORKER,597
,BORN TO READ,1
,LIBRARY MAINTENANCE,3
,PLAYGROUPS,1
,SURE START WESTGATE,1
,SURE START ARMSTRONG,1
,SURE START COWGATE AND BLAKELAW,1
,SURE START NORTH MOOR,7
Number of Borrowe,rs        __________,
Active at this Br,anch:           8802,
,----------,
,-  33 -,
01/10/03,Report: reg_active_borro,wers
Registration Bran,ch:  100  UNUSED - SSM,
,Borrower Category,Borrowers
,-------- --------,---------
,PSEUD,1
Number of Borrowe,rs        __________,
Active at this Br,anch:              1,
,----------,
