,SAINSBURYS BORN TO READ,1
,READING SCHEME,53
Number of Borrowe,rs        __________,
Active at this Br,anch:           1693,
,----------,
,-   8 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:    9  BENWELL,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1190
,JUNIOR,570
,STUDENT,3
,STAFF,2
,PSEUD,1
,BOOKFRIEND,1
,MINIBUS,3
,WORKER,6
,CLASS VISITS,11
,BORN TO READ,17
,EAZ BORN TO READ,97
,Dfee BORN TO READ,15
,BORN TO READ SURE START WEST,17
,BORN TO READ EYDCP,3
,READING SCHEME,2
Number of Borrowe,rs        __________,
Active at this Br,anch:           1938,
,----------,
,-   9 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   11  NEWBIGGIN HALL,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,824
,JUNIOR,378
,STUDENT,1
,PSEUD,3
,HOMES,1
,WORKER,11
,CLASS VISITS,6
,BORN TO READ,9
,EAZ BORN TO READ,54
,LIBRARY MAINTENANCE,8
,NEWBIGGIN HALL EAZ,57
,READING SCHEME,120
Number of Borrowe,rs        __________,
Active at this Br,anch:           1472,
,----------,
,-  10 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   12  NEWBURN,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,823
,JUNIOR,397
,TEMPORARY TICKET,2
,PSEUD,2
,WORKER,2
,CLASS VISITS,3
,BORN TO READ,1
,BLAKELAW EAZ,2
,LIBRARY MAINTENANCE,1
,DENTON PARK EAZ,12
,NEWBIGGIN HALL EAZ,58
,READING SCHEME,27
Number of Borrowe,rs        __________,
Active at this Br,anch:           1330,
,----------,
,-  11 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   13  BLAKELAW,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,315
,JUNIOR,138
,STAFF,1
,PSEUD,1
,WORKER,1
,CLASS VISITS,7
,BORN TO READ,1
,EAZ BORN TO READ,42
,BLAKELAW EAZ,61
,LIBRARY MAINTENANCE,2
,READING SCHEME,106
Number of Borrowe,rs        __________,
Active at this Br,anch:            675,
,----------,
,-  12 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   14  CRUDDAS PARK,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,586
,JUNIOR,174
,PSEUD,1
,WORKER,15
,CLASS VISITS,7
,BORN TO READ SURE START WEST,7
,READING SCHEME,104
Number of Borrowe,rs        __________,
Active at this Br,anch:            894,
,----------,
,-  13 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   15  FAWDON,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,304
,JUNIOR,151
,PSEUD,1
,MINIBUS,1
,WORKER,1
,CLASS VISITS,1
,READING SCHEME,4
Number of Borrowe,rs        __________,
Active at this Br,anch:            463,
,----------,
,-  14 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   16  WALKERVILLE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,260
,JUNIOR,108
,STAFF,1
,PSEUD,5
,WORKER,1
,CLASS VISITS,110
Number of Borrowe,rs        __________,
Active at this Br,anch:            485,
,----------,
,-  15 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   17  SCOTSWOOD,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,107
,JUNIOR,119
,PSEUD,2
,WORKER,2
,CLASS VISITS,2
,BORN TO READ,2
,PLAYGROUPS,1
,READING SCHEME,43
Number of Borrowe,rs        __________,
Active at this Br,anch:            278,
,----------,
,-  16 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   18  MONTAGU,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,142
,JUNIOR,71
,MINIBUS,2
,CLASS VISITS,212
,BORN TO READ,1
,READING SCHEME,16
Number of Borrowe,rs        __________,
Active at this Br,anch:            444,
,----------,
,-  17 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   19  DINNINGTON,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,239
,JUNIOR,125
,PSEUD,1
,BOOKFRIEND,1
,WORKER,1
,CLASS VISITS,5
,READING SCHEME,51
Number of Borrowe,rs        __________,
Active at this Br,anch:            423,
,----------,
,-  18 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   20  DENTON BURN,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1711
,JUNIOR,557
,TEMPORARY TICKET,3
,STAFF,3
,VIDEO,1
,PSEUD,3
,CHILDMINDER,3
,MINIBUS,3
,WORKER,10
,CLASS VISITS,8
,BORN TO READ,5
,Dfee BORN TO READ,1
,SAINSBURYS BORN TO READ,1
,BORN TO READ SURE START WEST,78
,BORN TO READ SURE START EAST,1
,READING SCHEME,43
Number of Borrowe,rs        __________,
Active at this Br,anch:           2431,
,----------,
,-  19 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   21  MOBILE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,206
,JUNIOR,45
Number of Borrowe,rs        __________,
Active at this Br,anch:            251,
,----------,
,-  20 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   23  MOORSIDE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,328
,JUNIOR,329
,TEMPORARY TICKET,1
,STAFF,1
,PSEUD,2
,BOOKFRIEND,1
,WORKER,4
,CLASS VISITS,80
,EAZ BORN TO READ,3
,NEWBIGGIN HALL EAZ,1
,READING SCHEME,113
Number of Borrowe,rs        __________,
Active at this Br,anch:            863,
,----------,
,-  21 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   24  PRIORITY SERVICES,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,8
,JUNIOR,17
,TEMPORARY TICKET,67
,PSEUD,4
,BOOKFRIEND,1
,HOMES,151
,BORN TO READ,9
,EAZ BORN TO READ,64
,PLAYGROUPS,84
,Dfee BORN TO READ,7
,SAINSBURYS BORN TO READ,13
,BORN TO READ SURE START WEST,1
,BORN TO READ SURE START EAST,4
,BORN TO READ EYDCP,9
,HOUSEBOUND READER,586
Number of Borrowe,rs        __________,
Active at this Br,anch:           1025,
,----------,
,-  22 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   27  PLAYGROUP (YOUTH SERVICES),
,Borrower Category,Borrowers
,-------- --------,---------
,PLAYGROUPS,3
Number of Borrowe,rs        __________,
Active at this Br,anch:              3,
,----------,
,-  23 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   30  BUSINESS & SCIENCE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1
,CORPORATE,4
,LIBRARY MAINTENANCE,1
Number of Borrowe,rs        __________,
Active at this Br,anch:              6,
,----------,
,-  24 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   31  CITY INFORMATION SERVICE,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,1
,STAFF,1
Number of Borrowe,rs        __________,
Active at this Br,anch:              2,
,----------,
,-  25 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   33  BIBLIOGRAPHICAL SERVICES,
,Borrower Category,Borrowers
,-------- --------,---------
,PSEUD,22
,CORPORATE,1
,LIBRARY MAINTENANCE,11
,READING SCHEME,2
,HOUSEBOUND READER,1
Number of Borrowe,rs        __________,
Active at this Br,anch:             37,
,----------,
,-  26 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   35  EAST END,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,3306
,JUNIOR,1524
,STUDENT,23
,TEMPORARY TICKET,35
,SUBSCRIPTION,3
,STAFF,5
,VIDEO,1422
,PSEUD,3
,CHILDMINDER,9
,HOMES,1
,WORKER,225
,CLASS VISITS,30
,BORN TO READ,1
,EAZ BORN TO READ,4
,LIBRARY MAINTENANCE,2
,Dfee BORN TO READ,9
,BORN TO READ SURE START EAST,1
,READING SCHEME,32
Number of Borrowe,rs        __________,
Active at this Br,anch:           6635,
,----------,
,-  27 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   36  CITY LIBRARY,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,6437
,JUNIOR,387
,STUDENT,692
,UNREGISTERED BORROWER,2
,TEMPORARY TICKET,70
,SUBSCRIPTION,166
,STAFF,69
,VIDEO,2923
,PSEUD,7
,WORKER,806
,CORPORATE,8
,CLASS VISITS,3
,EAZ BORN TO READ,1
,LIBRARY MAINTENANCE,18
,PLAYGROUPS,1
,SAINSBURYS BORN TO READ,1
,READING SCHEME,237
Number of Borrowe,rs        __________,
Active at this Br,anch:          11828,
,----------,
,-  28 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:   99  CITY STACK,
,Borrower Category,Borrowers
,-------- --------,---------
,ADULT,8055
,JUNIOR,431
,STUDENT,292
,TEMPORARY TICKET,9
,SUBSCRIPTION,120
,STAFF,186
,VIDEO,1180
,PSEUD,42
,CHILDMINDER,3
,MINIBUS,7
,WORKER,841
,BORN TO READ,1
,LIBRARY MAINTENANCE,3
,PLAYGROUPS,1
Number of Borrowe,rs        __________,
Active at this Br,anch:          11171,
,----------,
,-  29 -,
01/04/03,Report: reg_active_borrow,ers
Registration Bran,ch:  100  SUPPORT SERVICES MANAGER,
,Borrower Category,Borrowers
,-------- --------,---------
,PSEUD,1
Number of Borrowe,rs        __________,
Active at this Br,anch:              1,
,----------,
,-  30 -,
01/04/03,Report: reg_active_borrow,ers
Number of Borrowe,rs        __________,
Active in all Bra,nches:         69874,
,----------,
