05/10/09                     Report: reg_active_borrow,ers2,blank
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   10  ZBYKER,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
HOUSEBOUND READER,1,0
6-13,5,0
Number of Borrowers        __________,,1
Active at this Branch:              6,,1
----------,,1
- 14 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   11  NEWBIGGIN HALL,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,29,0
JUNIOR,7,0
STAFF,3,0
PSEUD,2,0
BOOKFRIEND,2,0
HOMES,1,0
CLASS VISITS,8,0
BOOKSTART,112,0
LIBRARY MAINTENANCE,3,0
NEWBIGGIN HALL EAZ,1,0
SURE START COWGATE AND BLAKELAW,1,0
SURE START NEWBIGGIN HALL,92,0
SURE START NORTH MOOR,3,0
18+,725,0
0-5,15,0
6-13,393,0
14-15,50,0
16-17,47,0
LEISUREPLUS CARD ADULT,1,0
Number of Borrowers        __________,,1
Active at this Branch:           1495,,1
----------,,1
- 15 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   12  NEWBURN,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,56,0
JUNIOR,8,0
STAFF,4,0
PSEUD,32,0
CLASS VISITS,2,0
INTERNET USER,1,0
BOOKSTART,150,0
LIBRARY MAINTENANCE,3,0
SURE START WESTGATE,1,0
18+,834,0
0-5,6,0
6-13,233,0
14-15,32,0
16-17,43,0
LEISUREPLUS CARD ADULT,3,0
Number of Borrowers        __________,,1
Active at this Branch:           1408,,1
----------,,1
- 16 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   13  BLAKELAW,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,13,0
JUNIOR,5,0
PSEUD,1,0
CLASS VISITS,12,0
BOOKSTART,104,0
BLAKELAW EAZ,3,0
LIBRARY MAINTENANCE,9,0
SURE START WESTGATE,1,0
SURE START COWGATE AND BLAKELAW,157,0
SURE START NEWBIGGIN HALL,1,0
SURE START NORTH MOOR,5,0
18+,312,0
0-5,6,0
6-13,255,0
14-15,31,0
16-17,28,0
LEISUREPLUS CARD ADULT,2,0
VISUALLY IMPAIRED,2,0
Number of Borrowers        __________,,1
Active at this Branch:            947,,1
----------,,1
- 17 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   14  CRUDDAS PARK,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,10,0
JUNIOR,4,0
PSEUD,7,0
CLASS VISITS,19,0
BOOKSTART,78,0
LIBRARY MAINTENANCE,1,0
SURE START WESTGATE,42,0
SURE START RIVERSIDE,25,0
SURE START NORTH MOOR,1,0
18+,659,0
0-5,1,0
6-13,180,0
14-15,22,0
16-17,27,0
LEISUREPLUS CARD ADULT,3,0
Number of Borrowers        __________,,1
Active at this Branch:           1079,,1
----------,,1
- 18 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   15  FAWDON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,8,0
JUNIOR,1,0
STAFF,1,0
PSEUD,3,0
CLASS VISITS,7,0
BOOKSTART,62,0
LIBRARY MAINTENANCE,1,0
SURE START COWGATE AND BLAKELAW,1,0
SURE START NORTH MOOR,41,0
18+,306,0
0-5,2,0
6-13,144,0
14-15,16,0
16-17,12,0
LEISUREPLUS CARD ADULT,3,0
VISUALLY IMPAIRED,2,0
Number of Borrowers        __________,,1
Active at this Branch:            610,,1
----------,,1
- 19 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   16  ZWALKERVILLE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,4,0
JUNIOR,2,0
18+,47,0
6-13,1,0
14-15,1,0
16-17,1,0
Number of Borrowers        __________,,1
Active at this Branch:             56,,1
----------,,1
- 20 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   17  ZSCOTSWOOD,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
JUNIOR,1,0
18+,15,0
6-13,4,0
Number of Borrowers        __________,,1
Active at this Branch:             20,,1
----------,,1
- 21 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   18  ZMONTAGU,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,3,0
JUNIOR,1,0
MINIBUS,1,0
18+,17,0
6-13,3,0
14-15,1,0
Number of Borrowers        __________,,1
Active at this Branch:             26,,1
----------,,1
- 22 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   19  DINNINGTON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,2,0
JUNIOR,1,0
PSEUD,2,0
BOOKFRIEND,5,0
CLASS VISITS,6,0
BOOKSTART,31,0
LIBRARY MAINTENANCE,3,0
18+,212,0
0-5,3,0
6-13,61,0
14-15,4,0
16-17,9,0
LEISUREPLUS CARD ADULT,1,0
Number of Borrowers        __________,,1
Active at this Branch:            340,,1
----------,,1
- 23 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   20  DENTON BURN,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,66,0
JUNIOR,6,0
STAFF,9,0
PSEUD,4,0
CARER,1,0
BOOKFRIEND,1,0
MINIBUS,3,0
HOMES,1,0
CLASS VISITS,3,0
BOOKSTART,278,0
SURE START WESTGATE,1,0
HOUSEBOUND READER,1,0
SURE START RIVERSIDE,45,0
SURE START COWGATE AND BLAKELAW,1,0
SURE START NEWBIGGIN HALL,1,0
SURE START NORTH MOOR,1,0
18+,1471,0
0-5,8,0
6-13,426,0
14-15,59,0
16-17,47,0
LEISUREPLUS CARD ADULT,6,0
Number of Borrowers        __________,,1
Active at this Branch:           2439,,1
----------,,1
- 24 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   21  MOBILE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,7,0
JUNIOR,1,0
PSEUD,3,0
CARER,1,0
BOOKSTART,10,0
BLAKELAW EAZ,2,0
18+,371,0
6-13,106,0
14-15,5,0
16-17,4,0
Number of Borrowers        __________,,1
Active at this Branch:            510,,1
----------,,1
- 25 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   23  MOORSIDE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,8,0
JUNIOR,2,0
STAFF,3,0
PSEUD,4,0
CLASS VISITS,20,0
BOOKSTART,124,0
SURE START WESTGATE,45,0
SURE START RIVERSIDE,36,0
SURE START NORTH MOOR,1,0
18+,313,0
0-5,4,0
6-13,307,0
14-15,27,0
16-17,24,0
Number of Borrowers        __________,,1
Active at this Branch:            918,,1
----------,,1
- 26 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   24  PRIORITY SERVICES,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,2,0
JUNIOR,1,0
TEMPORARY TICKET,3,0
STAFF,1,0
PSEUD,9,0
HOMES,126,0
CLASS VISITS,1,0
BOOKSTART,35,0
LIBRARY MAINTENANCE,1,0
PLAYGROUPS,86,0
SURE START WESTGATE,1,0
SURE START EAST,1,0
HOUSEBOUND READER,551,0
SURE START RIVERSIDE,1,0
SURE START COWGATE AND BLAKELAW,1,0
LIFELONG LEARNING,1,0
18+,25,0
6-13,96,0
Number of Borrowers        __________,,1
Active at this Branch:            942,,1
----------,,1
- 27 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   27  ZPLAYGROUP (YOUTH SERVICES),,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
6-13,2,0
Number of Borrowers        __________,,1
Active at this Branch:              2,,1
----------,,1
- 28 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   28  LOCAL STUDIES,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,34,0
JUNIOR,3,0
STUDENT,1,0
STAFF,3,0
PSEUD,1,0
BOOKSTART,88,0
SURE START EAST,2,0
SURE START RIVERSIDE,4,0
SURE START NEWBIGGIN HALL,1,0
SURE START NORTH MOOR,3,0
18+,544,0
6-13,13,0
14-15,4,0
16-17,1,0
VISUALLY IMPAIRED,1,0
Number of Borrowers        __________,,1
Active at this Branch:            703,,1
----------,,1
- 29 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   30  ZBUSINESS & SCIENCE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,2,0
LIBRARY MAINTENANCE,1,0
18+,3,0
Number of Borrowers        __________,,1
Active at this Branch:              6,,1
----------,,1
- 30 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   31  ZCITY INFORMATION SERVICE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
18+,3,0
14-15,1,0
Number of Borrowers        __________,,1
Active at this Branch:              4,,1
----------,,1
- 31 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   33  SUPPORT SERVICES,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,3,0
STAFF,1,0
PSEUD,9,0
CLASS VISITS,1,0
BOOKSTART,5,0
LIBRARY MAINTENANCE,39,0
HOUSEBOUND READER,1,0
18+,520,0
0-5,1,0
6-13,7,0
14-15,2,0
16-17,10,0
Number of Borrowers        __________,,1
Active at this Branch:            599,,1
----------,,1
- 32 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   35  EAST END,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,104,0
JUNIOR,23,0
TEMPORARY TICKET,6,0
STAFF,12,0
VIDEO,5,0
PSEUD,14,0
CARER,1,0
BOOKFRIEND,2,0
MINIBUS,2,0
CLASS VISITS,31,0
BOOKSTART,659,0
LIBRARY MAINTENANCE,3,0
SURE START WESTGATE,1,0
SURE START EAST,147,0
SURE START FOSSWAY,39,0
SURE START RIVERSIDE,5,0
SURE START NORTH MOOR,2,0
18+,5785,0
0-5,38,0
6-13,1528,0
14-15,175,0
16-17,215,0
LEISUREPLUS CARD ADULT,32,0
Number of Borrowers        __________,,1
Active at this Branch:           8829,,1
----------,,1
- 33 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   36  CITY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,411,0
JUNIOR,12,0
STUDENT,20,0
TEMPORARY TICKET,9,0
SUBSCRIPTION,6,0
STAFF,114,0
VIDEO,4,0
PSEUD,28,0
CARER,2,0
BOOKFRIEND,2,0
MINIBUS,6,0
HOMES,1,0
WORKER,16,0
CLASS VISITS,23,0
BOOKSTART,999,0
LIBRARY MAINTENANCE,16,0
SURE START WESTGATE,6,0
HOUSEBOUND READER,1,0
SURE START RIVERSIDE,4,0
SURE START COWGATE AND BLAKELAW,2,0
SURE START NORTH MOOR,3,0
LIFELONG LEARNING,3,0
18+,29726,0
0-5,126,0
6-13,2624,0
14-15,590,0
- 34 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
16-17,1039,0
LEISUREPLUS CARD ADULT,72,0
VISUALLY IMPAIRED,17,0
LEISUREPLUS JUNIOR 6 to 15,1,0
Number of Borrowers        __________,,1
Active at this Branch:          35883,,1
----------,,1
- 35 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   37  ZCITY MOBILE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,9,0
JUNIOR,1,0
PSEUD,2,0
BOOKSTART,4,0
18+,129,0
6-13,4,0
14-15,2,0
16-17,1,0
LEISUREPLUS CARD ADULT,1,0
Number of Borrowers        __________,,1
Active at this Branch:            153,,1
----------,,1
- 36 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   38  TOURIST INFORMATION CENTRE,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,46,0
STUDENT,1,0
TEMPORARY TICKET,1,0
PSEUD,1,0
BOOKSTART,7,0
18+,822,0
6-13,8,0
14-15,5,0
16-17,15,0
Number of Borrowers        __________,,1
Active at this Branch:            906,,1
----------,,1
- 37 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   40  ZICT,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
18+,1,0
Number of Borrowers        __________,,1
Active at this Branch:              1,,1
----------,,1
- 38 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   41  NEW CITY LIBRARY,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,7,0
STAFF,1,0
PSEUD,1,0
BOOKSTART,7,0
LIBRARY MAINTENANCE,1,0
18+,216,0
0-5,8,0
6-13,22,0
14-15,5,0
16-17,3,0
LEISUREPLUS CARD ADULT,1,0
Number of Borrowers        __________,,1
Active at this Branch:            272,,1
----------,,1
- 39 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   42  ZNEW HIGH HEATON,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
PSEUD,1,0
Number of Borrowers        __________,,1
Active at this Branch:              1,,1
----------,,1
- 40 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   44  ZNEW BENWELL,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
PSEUD,1,0
BOOKSTART,6,0
SURE START RIVERSIDE,1,0
18+,4,0
Number of Borrowers        __________,,1
Active at this Branch:             12,,1
----------,,1
- 41 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   66  ZSTOCK,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
PSEUD,1,0
Number of Borrowers        __________,,1
Active at this Branch:              1,,1
----------,,1
- 42 -,,1
05/10/09                     Report: reg_active_borrow,ers2,0
Registration Branch:   99  OLD CITY STOCK,,1
,Number of,1
Borrower Category,Borrowers,0
-------- --------,---------,0
ADULT,47,0
JUNIOR,2,0
STUDENT,1,0
STAFF,49,0
VIDEO,1,0
PSEUD,18,0
WORKER,9,0
LIBRARY MAINTENANCE,2,0
18+,308,0
6-13,4,0
16-17,1,0
Number of Borrowers        __________,,1
Active at this Branch:            442,,1
----------,,1
